institute_name, address1, address2, city, district, state, board, contact_no, email_address,category,branch_name
Jawahar Navoday Vidyalaya  Wardha,Wardha,Wardha,Wardha,Wardha,Maharashtra,State,,noemailid@gmail.com,A,RESIDENTIAL CENTRE
SUSHIL HIMMAT SINGHKA,Wardha,Wardha,Wardha,Wardha,Maharashtra,State,,noemailid@gmail.com,B,RESIDENTIAL CENTRE
KENDRIYA VIDYALAYA - BEG,Deccan College Rd  Near Sadal Baba Dargah  Jai Jawan Nagar  Ranjeet Nagar  Yerawada  Pune  Maharasht,Yerawada,Pune,Pune,Maharashtra,CBSE,9923780659,kvbegpune6@gmail.com,B,PUNE CENTRE
KENDRIYA VIDYALAYA GANESHKHIND,Vidyapeeth Road  Armament Colony  Ganeshkhind  Pune  Maharashtra 411007,Aundh,Pune,Pune,Maharashtra,CBSE,2025691108,kvganeshkhindpune07@gmail.com,B,PUNE CENTRE
Sohalkar Madam,Near Ram Mandir  Swavalambi Nagar,Swavalambi Nagar,Nagpur,Nagpur,Maharashtra,State,8208764447,,A+,HEAD OFFICE -NAGPUR
PANDITRAO AGASHE ENGLISH MEDIUM SCHOOL,Marsha Mata Sonubai  Joshi Path  Opp. Law College  Deccan Gymkhana  Pune  Maharashtra 411004,Law College Road,Pune,Pune,Maharashtra,State,2025650683,,C,PUNE CENTRE
School of Scholars,Bhandara,Bhandara,Bhandara,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
Batra Classes,Sindhu Nagar  Society Opp. Dr. Vicky Rughwani  Jaripatka Nagpur,Jaripatka  Nagpur,Nagpur,Nagpur,Maharashtra,CBSE,9049937648,,A,SADAR CENTRE- NAGPUR
Tanishka classes,Buddha Nagar  Near Jaswant Inox ,Indora Square,Nagpur,Nagpur,Maharashtra,State,9766224358,,B,SADAR CENTRE- NAGPUR
Shilpa Classes,Amarjyot  Near Bhim chowk,Nara Road,Nagpur,Nagpur,Maharashtra,CBSE,8805887780,,B,SADAR CENTRE- NAGPUR
AA Eduscation Centre,Near Mecosabagh Flyover,Mecosabagh,Nagpur,Nagpur,Maharashtra,CBSE,9422102229,,B,SADAR CENTRE- NAGPUR
INTELLGENSIA,OPP.MOIL INSTITUTE VISION,SADAR,Nagpur,Nagpur,Maharashtra,CBSE,9923828628,,A,SADAR CENTRE- NAGPUR
Sahyadri International School - Kothrud,Paud Road  Ramkrushna Paramhans Corner  Nanasaheb Dharmadhikari Rd  Kothrud  Pune  Maharashtra 41103,Kothrud,Pune,Pune,Maharashtra,State,2025389291,,C,PUNE CENTRE
Priyadarshini English Medium School,Survey No. 32  Samarth Nagar  Dhankawadi  Near  Gulab Nagar  Pune  Maharashtra 411043,Dhankawadi,Pune,Pune,Maharashtra,State,2024379027,,C,PUNE CENTRE
St. Joseph High School  Boys'- Khadki,36  Burr Road  Behind Khadki Cantonment Board  Khadki  Pune - 411003.,Khadki,Pune,Pune,Maharashtra,State,2025818041,sjkboyskhadki@rediffmail.com,C,PUNE CENTRE
The Bishops Co-ed School - Kalyaninagar,78 Yerawada Town Planning Scheme near Pepsi Godown Kalyani Nagar  Yerawada  Pune  Maharashtra 411006,Kalyaninagar,Pune,Pune,Maharashtra,ICSE,2028641864,kln@thebishopsschool.net,A+,PUNE CENTRE
VP's Magarpatta City Public School,51  Magarpatta City  Hadapsar  Pune  Maharashtra 411028,Magarpatta,Pune,Pune,Maharashtra,ICSE,2026898256,vpmcps@rediffmail.com,A,PUNE CENTRE
St. Pauls Eng Med School,3  Agarkar Nagar  Pune  Maharashtra 411001,Camp,Pune,Maharashtra,Pune,State,2026129484,,C,PUNE CENTRE
Army Public School  Khadakwasla,APS Khadakwasla   Barrack No.3   NDA Pune â€“ 410023,Khadakwasla,Pune,Pune,Maharashtra,State,2025290084,admin@apskhadakwasla.in,B,PUNE CENTRE
Bhavan's Bhagwandas Purohit Vidya  Koradi  ,Koradi Road,Koradi Road,Nagpur,Nagpur,Maharashtra,CBSE,,bvmkoradi@gmail.com,A+,HEAD OFFICE -NAGPUR
Mrs. Manisha Dahigaonkar,Behind Tatya Tupe Hall,Behind Tatya Tupe Hall,Nagpur,Nagpur,Maharashtra,State,9881942535,,A,HEAD OFFICE -NAGPUR
Zilla Prishad high school,katol road near tidke convent chaoni ,SADAR,Nagpur,Nagpur,Maharashtra,State,,,D,SADAR CENTRE- NAGPUR
Tarkunde High school,Dharampeth,Dharampeth,Nagpur,Nagpur,Maharashtra,State,9096215085,,C,HEAD OFFICE -NAGPUR
demo school under BN,Bajaj Bajaja Nagar,demo,Amgaon,Gondia,Maharashtra,ICSE,9096300320,abhishekahhi@gmail.com,A+,RESIDENTIAL CENTRE
Komal Mam Classes,Wardhman Nagar Near Haldiram bunglow,wardhman nagar,Nagpur,Nagpur,Maharashtra,State,9423565206,,A,EAST CENTRE - NAGPUR
Hadas High School ,North Ambazari Road Ramdaspeth ,Ramdaspeth,Nagpur,Nagpur,Maharashtra,State,9423687576,hadasalumni@gmail.com,A,HEAD OFFICE -NAGPUR
Hadas CBSE School,North Ambazari Road Ramdaspeth ,Ramdaspeth,Nagpur,Nagpur,Maharashtra,CBSE,8805616362,hadasalumni@gmail.com,A,HEAD OFFICE -NAGPUR
Zilla Parishad High School  Sakoli,Sakoli,Sakoli,Sakoli,Bhandara,Maharashtra,State,9420866437,,B,RESIDENTIAL CENTRE
St. Claret English Medium School  Chimur,Chimur,Chimur,Chimur,Chandrapur,Maharashtra,CBSE,,,A+,CHANDRAPUR CENTRE
Vishwa Jyoti Convent  Talodhi,Talodhi,Talodhi,Talodi,Chandrapur,Maharashtra,CBSE,,,A,CHANDRAPUR CENTRE
Jawahar Navodaya Vidyalaya  Talodhi,Talodhi,Talodhi,Talodi,Chandrapur,Maharashtra,CBSE,9405282069,,A+,CHANDRAPUR CENTRE
Blue Ridge Public School,Phase 1  Hinjawadi  Near Lemon Tree Hotel  Pimpri-Chinchwad  Pune  Maharashtra 411057,Hinjawadi,Pune,Pune,Maharashtra,CBSE,9970438833,brps.primary@blueridge.in,A,PUNE CENTRE
CP Goenka International School ,Opp. Aga Khan Palace  Next to Shree Hospital  Kalyani Nagar Pune-411 006 India ,Kalyaninagar,Pune,Pune,Maharashtra,ICSE,8888341824,info@cpgoenkapune.com,A,PUNE CENTRE
St. Francis De Sales ,SFS Campus Shaanwadi  Paanch Mile  Nagar Road Near Chandan Nagar PUNE  M.S. 411 014,Chandan nagar,Pune,Pune,Maharashtra,State,9765248569,provincialpunemsfs@gmail.com,A,PUNE CENTRE
SNBP World School,Akashganga Society  Survey No. 29 / 2  Off Rahatani- Pimple Saudagar Road  Near  Pune  Maharashtra 4,Pimple Saudagar,Pune,Pune,Maharashtra,ICSE,7767008652,info@snbpinstitutes.com,B,PUNE CENTRE
Abhinava Vidyalaya, 47/16  Karve Rd  Murlidhar Smruti Society  Erandwane  Pune  Maharashtra 411004,ERANDWANE,Pune,Pune,Maharashtra,State,2025442812,avemps@asmpune.in,B,PUNE CENTRE
The Orbis School- Toss 2,35  2D/1  Mundhwa - Manjri Road  Keshavnagar  Mundhwa  Pune 411036. INDIA.,Mundhwa,Pune,Pune,Maharashtra,CBSE,7276080338,info.pune2@theorbisschool.com,A,PUNE CENTRE
The Lexicon School  Hadapsar ,Sr.No. 208  Pune Saswad Road  Next to SP infocity  Hadapsar  Pune  Maharashtra 412308,Hadapsar,Pune,Pune,Maharashtra,CBSE,9552315075,info@lexiconedu.in,A,PUNE CENTRE
Army Public School Ghorpadi,Opp Bank of Maharashtra  Ghorpadi Road  Ghorpadi  Pune  Maharashtra 411001,Camp,Pune,Maharashtra,Pune,CBSE,9172191674,apspune01@gmail.com,B,PUNE CENTRE
Jaywant Public School ,Sr.No.27/7  Handewadi Road Uruli Devachi Hadapsar Pune - 411308,Hadapsar,Pune,Pune,Maharashtra,CBSE,8446052008,jspmjps@gmail.com,B,PUNE CENTRE
MAEER's MIT Vishwashanti Gurukul School, Rajbaug  Next to Hadapsar  Loni Kalbhor  Pune - 412201  India ,Loni kalbhor,Pune,Pune,Maharashtra,CBSE,9604029199,,A,PUNE CENTRE
The Lexicon International School  Kalyaninagar,S no 212/1  Central Avenue 59 Next to Big Bazaar  Kalyani Nagar  Pune  Maharashtra 411006,Kalyaninagar,Pune,Pune,Maharashtra,CBSE,8412829287,info@lexiconedu.in,A,PUNE CENTRE
The Orbis School- Toss1,33  3A/6  Keshavnagar  Mundhwa  Pune 411036,Mundhwa,Pune,Pune,Maharashtra,CBSE,2067639595,info.pune1@theorbisschool.com,A,PUNE CENTRE
Bharati Vidyapeeth's English Medium School - Balewadi, Balewadi Rd  Dasar  Tal - Haveli  Pune Distt.  Balewadi  Maharashtra 411045, Balewadi,Pune,Pune,Maharashtra,CBSE,2020255845,balewadi.engsc@bharatividyapeeth.edu,B,PUNE CENTRE
PDEA's English Medium School, Farmasy Building  Chandan Nagar-Kharadi  Pune - 411014  Near Zensar Company ,Kharadi,Pune,Pune,Maharashtra,State,8055078910,,B,PUNE CENTRE
Y M C A's Maharashtra English School,382/383  Rasta Peth  Rasta Peth  Pune  Maharashtra 411011,Rasta Peth,Pune,Pune,Maharashtra,State,2026138804,,C,PUNE CENTRE
Nirmala Convent School,Kharadi  Nirmalwadi  Kharadi  Pune - 411 014,Kharadi,Pune,Pune,Maharashtra,State,2020265517,,C,PUNE CENTRE
Vidyanchal School, Sr no 258  259  Shambhu Vihar Society  Baner  Balaji Park  Pune  Maharashtra 411007,Aundh,Pune,Pune,Maharashtra,State,2027299576,vidyanchalschool@rediffmail.com,B,PUNE CENTRE
Akshara International School,S. No. 109  Opp. Prerana Bhavan  Wakad  Pune  Maharashtra 411057,Wakad,Pune,Pune,Maharashtra,CBSE,9225669778,admin@akshara.in,A+,PUNE CENTRE
RMD International School,Pawana Nagar Housing Society  Chinchwad  Pimpri-Chinchwad  Maharashtra 411033,Chinchwad,Pune,Pune,Maharashtra,CBSE,2069996049,info@rmdis.org,B,PUNE CENTRE
St Joseph Convent School- Wagholi,Nagar Road  Wagholi - 411014 Pune,Wagoli,Pune,Pune,Maharashtra,State,2032903277,stjosephnagarroad@gmail.com,B,PUNE CENTRE
VIDYA BHAWAN HIGH SCHOOL,Gokhale Nagar  Pune  Maharashtra 411016,Gokhale Nagar,Pune,Pune,Maharashtra,State,2025653413,bhavan.pune.kendra@gmail.com,B,PUNE CENTRE
SURYADATTA INTERNATIONAL SCHOOL,342  Pashan Rd  Patil Nagar  Bavdhan  Pune  Maharashtra 411021, Bavdhan,Pune,Pune,Maharashtra,CBSE,2067901317,,B,PUNE CENTRE
ROSARY SCHOOL - CAMP,No.14/3  Dr. Ambedkar Road  Camp  Pune  Maharashtra 411001, CAMP,Pune,Pune,Maharashtra,State,2026134668,,B,PUNE CENTRE
Dr. Kalmadi Shamarao High School  Kothrud,3 S.No 36  Erandwane  Pune  Maharashtra 411038,Erandwane,Pune,Pune,Maharashtra,State,2025456328,,A,PUNE CENTRE
Mount Carmel High School  Chandrapur,Mul Road  Shastri Nagar  Chandrapur  Maharashtra 442401,Chandrapur,Chandrapur,Chandrapur,Maharashtra,CBSE,7172271170,principal_mcchs@yahoo.com,A+,CHANDRAPUR CENTRE
St. Michaels School  State,Ramnagar  Chandrapur  Maharashtra 442402,Ram Nagar Chandrapur,Chandrapur,Chandrapur,Maharashtra,State,7172255253,st.michaelenlgishschool@gmail.com,A+,CHANDRAPUR CENTRE
Rosary School   Warje,Atul Nagar  Warje  Pune  Maharashtra 411058,Warje,Pune,Maharashtra,Pune,ICSE,2064002892,,B,PUNE CENTRE
Chanda Public School,Datala Road  Ramnagar  Chandrapur  Maharashtra 442402,Datala Road Chandrapur,Chandrapur,Chandrapur,Maharashtra,State,7172321514,chanda_public@rediffmail.com,A+,CHANDRAPUR CENTRE
Cresent High School ,Gultekdi   Near Salisbury Park  Behind Market Yard  Pune  Maharashtra 411037,Gultekdi,Pune,Pune,Maharashtra,State,2024265990,contact@chs.edu.in,C,PUNE CENTRE
Indira Gandhi garden school,Datala Rd  Ramnagar  Chandrapur  Maharashtra 442402,Datala Road Chandrapur,Chandrapur,Chandrapur,Maharashtra,CBSE,7172274200,r_puglia@rediffmail.com,A+,CHANDRAPUR CENTRE
Shree Maharishi Vidya Mandir,72/A Mauja  Datala  At Datala Road  Chandrapur  Maharashtra  Chandrapur  Maharashtra 442401,Datala Road Chandrapur,Chandrapur,Chandrapur,Maharashtra,State,7172272263,smvmchandrapur@gmail.com,A+,CHANDRAPUR CENTRE
BVB'S PARANJAPE VIDYA MANDIR,S. No. 40  Hissa No. 1  2  3  Near Kothrud Telephone Exchange  Kothrud  Pune - 411 038.,Kothrud,Pune,Pune,Maharashtra,State,2025388837,bvbpvm2002@gmail.com,B,PUNE CENTRE
Army Public School  Dehu Road ,COD Marg Dehu Road Pune 412101,Dehu Road,Pune,Pune,Maharashtra,CBSE,2027670266,apsdehuroad@gmail.com,B,PUNE CENTRE
Bhavan's Sulochana Natu Vidya Mandir,407 - 408  Dr. K.M. Munshi Marg  Off Senapati Bapat Rd  Bharatiya Vidya Bhavan Chowk  Shivaji Nagar ,Senapati Bapat Rd,Pune,Pune,Maharashtra,State,2025657372,principal.snvmsec@gmail.com,B,PUNE CENTRE
 Vidya Niketan dadawadi CBSE  Chandrapur, Vidya Niketan  Nagpur Road  Chandrapur 442402 Maharashtra,NAgpur Road Chandrapur,Chandrapur,Chandrapur,Maharashtra,CBSE,7172252490,vidyaniketancbse@gmail.com,A,CHANDRAPUR CENTRE
Vidya Niketan State, Nagpur Road  Chandrapur 442402 Maharashtra,NAgpur Road Chandrapur,Chandrapur,Chandrapur,Maharashtra,State,9433315645,,A,CHANDRAPUR CENTRE
DR VIKHE PATIL MEMORIAL SCHOOL,Off Senapati Bapat Road  Patrakar Nagar Road  Gokhalenagar  Pune  Maharashtra 411016,Senapati Bapat Road,Pune,Maharashtra,Pune,CBSE,2025658170,contact@vpmspune.org,A,PUNE CENTRE
Narayana Vidyalayam chandrapur,Ghuggus Road  Padoli  Chandrapur  Maharashtra 442406,Ghuggus Road Chandrapur,Chandrapur,Chandrapur,Maharashtra,CBSE,,,A+,CHANDRAPUR CENTRE
Hume McHenry Memorial Higher Secondary School and Junior College of SDA,S.D.A Campus  Salisbury Park  Gultekdi  Pune  Maharashtra 411037, Gultekdi,Pune,Pune,Maharashtra,ICSE,2064702666,humemchenry@gmail.com,B,PUNE CENTRE
J.N.PETIT TECHNICAL HIGH SCHOOL, 28  Bund Garden Road  Pune  Maharashtra 411001, Bund Garden Road,Pune,Pune,Maharashtra,State,2026164104,vsjnpetit@hotmail.com,B,PUNE CENTRE
JEEVAN VIDYA ENG MED SCHOOL,Karve Nagar  Pune  Maharashtra 411052,Karve Nagar ,Pune,Pune,Maharashtra,State,,,C,PUNE CENTRE
JNANPRABODHINI PRASHALA, 510  Near Hati Ganpathi Temple  Sadashiv Peth  Pune  Maharashtra ,Sadashiv Peth,Pune,Pune,Maharashtra,CBSE,2024207000,contact@jnanaprabodhini.org,A,PUNE CENTRE
St.Anne's Public School Warora,DWARKANAGARI BORDA ,warora,Chandrapur,Chandrapur,Maharashtra,State,7038212161,,A+,CHANDRAPUR CENTRE
Kendriya Vidyalaya Bhadravati,Nirmani Vasahat  Bhadravati  Maharashtra 442501,Bhadravati,Bhadrawati,Chandrapur,Maharashtra,CBSE,7175254447,ofchandakv@gmail.com,A,CHANDRAPUR CENTRE
St.Annes High School  Bhadravati,Sumthana  Bhadravati  Maharashtra 442902,Sumthana,Bhadrawati,Chandrapur,Maharashtra,CBSE,,,A,CHANDRAPUR CENTRE
Macaroon Student's Academy  Bhadravati,Ramnagar  Bhadravati  Maharashtra 442902,Ramnagar Bhadravati,Bhadrawati,Chandrapur,Maharashtra,CBSE,,,B,CHANDRAPUR CENTRE
St. Anne's High School,Mul,Mul,Mul,Chandrapur,Maharashtra,State,9423465210,,A,CHANDRAPUR CENTRE
Gurunanank Public School  Ballarpur,Rajura Road,Ballarpur,Chandrapur,Chandrapur,Maharashtra,CBSE,,noemailid@gmail.com,A,CHANDRAPUR CENTRE
Dilasagram Convent High School,Rajura Road,Ballarpur,Chandrapur,Chandrapur,Maharashtra,State,,noemailid@gmail.com,A,CHANDRAPUR CENTRE
Montfort School  Ballarpur,Ballarpur,Ballarpur,Chandrapur,Chandrapur,Maharashtra,State,,noemailid@gmail.com,A,CHANDRAPUR CENTRE
Navbharat High School   Mul,Mul,Mul,Mul,Chandrapur,Maharashtra,State,9423616254,,B,CHANDRAPUR CENTRE
Swami Vivekanand Vidyamandir   Mul,Mul,Mul,Mul,Chandrapur,Maharashtra,State,9423465210,,B,CHANDRAPUR CENTRE
Shri Shivaji high School,Rajura,Rajura,Chandrapur,Chandrapur,Maharashtra,State,,noemailid@gmail.com,B,CHANDRAPUR CENTRE
Stella Maris High School,Rajura,Rajura,Chandrapur,Chandrapur,Maharashtra,CBSE,,noemailid@gmail.com,A,CHANDRAPUR CENTRE
Stella Maris Convent,Rajura,Rajura,Rajura,Chandrapur,Maharashtra,State,,noemailid@gmail.com,B,CHANDRAPUR CENTRE
Ambuja Vidya Niketan  Gadchandur,Gadchandur,Gadchandur,Gadchandur,Chandrapur,Maharashtra,CBSE,7173240239,noemailid@gmail.com,A,CHANDRAPUR CENTRE
Holy Family Public School,Gadchandur,Gadchandur,Gadchandur,Chandrapur,Maharashtra,CBSE,,,A,CHANDRAPUR CENTRE
Santosh Math's Academy ,Rajura,Rajura,Gadchandur,Chandrapur,Maharashtra,State,,,A,CHANDRAPUR CENTRE
T G Sir,Rajura,Rajura,Rajura,Chandrapur,Maharashtra,State,9096095642,noemailid@gmail.com,A,CHANDRAPUR CENTRE
Chauhan Sir,Ballarpur,Ballarpur,Chandrapur,Chandrapur,Maharashtra,State,,,A+,CHANDRAPUR CENTRE
NEW ERA ENGLISH SCHOOL,jANKI nAGAR nEAR uDAY nAGAR sQ,UDAY NAGAR,Nagpur,Nagpur,Maharashtra,State,,,C,EAST CENTRE - NAGPUR
MOTGHARE MAM CLASSES,MOTGHARE COMPLEX SAKARDARA SQ,SAKARDARA,Nagpur,Nagpur,Maharashtra,State,7745863257,,C,EAST CENTRE - NAGPUR
ST ANTHONY HS,AJANI ,AJANI,Nagpur,Nagpur,Maharashtra,State,,,C,EAST CENTRE - NAGPUR
Shivaji High school  Gadchandur,Gadchandur,Gadchandur,Gadchandur,Chandrapur,Maharashtra,State,,noemailid@gmail.com,B,CHANDRAPUR CENTRE
Nagar Parishad  high school ,Morshi Road chandurBazar ,ChandurBazar,CHANDUR BAZAR,AMRAVATI,Maharashtra,State,9403055143,,C,AMRAVATI CENTRE
G.R.Kabra English School  Chandur Bazar,Morshi Road chandurBazar ,ChandurBazar,CHANDUR BAZAR,AMRAVATI,Maharashtra,State,,,C,AMRAVATI CENTRE
Jijamata English School Chandurbazar,Amravati Road Chandurbazar,ChandurBazar,CHANDUR BAZAR,AMRAVATI,Maharashtra,State,,,B,AMRAVATI CENTRE
Shivaji High School  Morshi ,Amravati Road Morshi ,Morshi,MORSHI,AMRAVATI,Maharashtra,State,9766016364,,A,AMRAVATI CENTRE
Jijamata English School  morshi,Amravati Road Morshi ,Morshi,AMRAVATI,AMRAVATI,Maharashtra,State,8007628103,,B,AMRAVATI CENTRE
SHANTINIKETAN ENGLISH SCHOOL  MORSHI,Morshi Road Amravati,Morshi,MORSHI,AMRAVATI,Maharashtra,State,,,B,AMRAVATI CENTRE
ST. VINCENT HIGH SCHOOL,No. 2005/2006  St. Vincent's Street  Camp  Pune  Maharashtra 411001,Camp,Pune,Pune,Maharashtra,State,2026352135,stvincentsschool@yahoo.co.in,A,PUNE CENTRE
ST. ANNE'S HIGH SCHOOL, 1998  Convent St  Camp  Pune  Maharashtra 411001,CAMP,Pune,Pune,Maharashtra,State,2026340840,annesjr.collegepune@gmail.com,A,PUNE CENTRE
ST JOSEPH GIRL'S CONVENT HIGH SCHOOL,9  Burr Rd  Khadki  Pune  Maharashtra 411003,KHADKI,Pune,Maharashtra,Pune,State,2025813325,josephkirkee@gmail.com,C,PUNE CENTRE
ACHARYA SHREE VIJAY VALLABH SCHOOL,111  Bhavani Peth  Pune - 42,Bhavani Peth,Pune,Pune,Maharashtra,State,2026354139,,C,PUNE CENTRE
Spicer Higher Secondary School,Shivajinagar  Pune  Maharashtra 411005,Shivajinagar ,Pune,Pune,Maharashtra,ICSE,2025882140,,B,PUNE CENTRE
Angels High School,Kadam Wakwasti  Loni Kalbhor  Pune - 412201,Hadapsar,Pune,Pune,Maharashtra,State,2026913722,angelhighschool.loni@gmail.com,C,PUNE CENTRE
SILVER CREST ENGLISH MEDIUM SCHOOL,Hingne Khurd  Behind HDFC Bank  Vitthalwadi  Pune  Maharashtra 411051,SINHGAD ROAD,Pune,Pune,Maharashtra,State,2024345455,zcoer@zealeducation.com,C,PUNE CENTRE
Army Public School  Kirkee,Deccan College Rd  Yerawada  Pune  Maharashtra 411006,Kirkee,Pune,Pune,Maharashtra,CBSE,2065004596,apskirkee11@gmail.com,B,PUNE CENTRE
Sevasadan English Medium School,1410   Patwardhan Baug  Near Dinanath Mangeshkar Hospital  Erandwane  Pune  Maharashtra 411004,Erandwane,Pune,Pune,Maharashtra,State,2025439263,,C,PUNE CENTRE
Balshikshan Manmandir English Medium School,25435733,Kothrud,Pune,Pune,Maharashtra,CBSE,2025435733,,B,PUNE CENTRE
Saraswati Vidyalaya Union Pre-Primary & Primary Schoo,309  Shankar Garvd Rd  Somwar Peth  Pune  Maharashtra 411011,Somwar Peth,Pune,Pune,Maharashtra,State,,,C,PUNE CENTRE
Samubai Mulchand Choksey High School And Junior College,1983  Convent Street  Camp  Pune  Maharashtra 411001,Camp,Pune,Pune,Maharashtra,State,2026340053,juniorcollege@smchoksey.com,B,PUNE CENTRE
GG International School,174-177  Swarganga  Vallabhnagar  Near The Muslim Co-operative Bank  Pimpri Colony  Pune  Maharashtr,Pimpri,Pune,Pune,Maharashtra,CBSE,9970170221,admin@myggis.orgttt,A,PUNE CENTRE
Rosary School- CAMP,No.14/3  Dr. Ambedkar Road  Camp  Pune  Maharashtra 411001,CAMP,Pune,Pune,Maharashtra,State,2026134668,,B,PUNE CENTRE
GLOBAL TALENT INTERNATIONAL SCHOOL,Plot no.1  Sector no.13 Mercedez Chowk  Off Spine Road  Chikhali Pradhikaran  Pune,Chikhali,Pune,Pune,Maharashtra,CBSE,8600335679,gtispune@gmail.com,A,PUNE CENTRE
New India School, Bhusari Colony  Opp.PMT Bus Depot  Paud Road  Kothrud  Pune  Maharashtra 411038, Kothrud,Pune,Pune,Maharashtra,CBSE,2025280291,nis.office@newindiaschool.org,A,PUNE CENTRE
GURUKUL SCHOOL- University Circle,S.No 136  Behind E-Square  Off Pune University Road  Near Vijay Housing Society  Pune 411016,Bhosalenagar,Pune,Pune,Maharashtra,CBSE,2025561421,gurukulpuneprincipal@gmail.com,B,PUNE CENTRE
St Anthony High School,Ajani,Ajani,Nagpur,Nagpur,Maharashtra,State,,,D,EAST CENTRE - NAGPUR
NCL  ENGLISH MEDIUM School,Pashan Circle  Pashan Road  Pashan Gaon  Pune  Maharashtra 411008, Pashan,Pune,Pune,Maharashtra,State,2025883036,,C,PUNE CENTRE
Muktangan English School & Jr. College, 44  Parvati  Nirmal Baug Colony  Vidyanagari  Parvati Paytha  Pune  Maharashtra 411009,Parvati Paytha,Pune,Pune,Maharashtra,State,2024220043,,B,PUNE CENTRE
Mother Theresa School & Junior College,Old Mundhwa Rd  Galande Nagar  Vadgaon Sheri  Pune  Maharashtra 411014,Vadgaon Sheri,Pune,Pune,Maharashtra,State,7775088712,,B,PUNE CENTRE
Hillgreen High School,S. No. 44/ 4/ 1  Holevasti  Pisoli Pune - 411 028  Maharashtra  India.,Undri,Pune,Pune,Maharashtra,State,2026970437,,B,PUNE CENTRE
LEXICON INTERNATIONAL SCHOOL - WAGHOLI,LEXICON ESTATE  G NO. 726 PUNE NAGAR ROAD  WAGHOLI PUNE-412207,Wagoli,Pune,Pune,Maharashtra,CBSE,2027051818,,A,PUNE CENTRE
LOYOLAS HIGH SCHOOL,Pashan Road opp Subamnshri Soc  Pashan Road  Pune,Pashan,Pune,Pune,Maharashtra,State,8380065790,,A,PUNE CENTRE
MANSUKHBHAI KOTHARI NATIONAL SCHOOL,H&M Royale S no:19  Opp. Talab Factory  Kondhwa  Pune 411048,Kondhwa,Pune,Pune,Maharashtra,CBSE,8605404256,kns.kothari@gmail.com,B,PUNE CENTRE
MIT Shree Sarawati Vidyalaya,127/1A  PAUD ROAD  KOTHRUD  PUNE â€“ 411038,Kothrud,Pune,Pune,Maharashtra,State,9850658107,,B,PUNE CENTRE
MSB Educational Institute,Sambhaji Nagar  Kondhwa Budruk  Pune  Maharashtra 411048,Kondhwa,Pune,Pune,Maharashtra,ICSE,2026940110,,C,PUNE CENTRE
Nanded City Public School,Nanded City  Singhad Road  Naded  Pune  Maharashtra 411041,Nanded City,Pune,Pune,Maharashtra,State,2067520113,,A,PUNE CENTRE
Pawar Public School- Amanora,Amanora Park Town  Sade Satra Nali  Hadapsar  Pune  Maharashtra 411028,Hadapsar,Pune,Pune,Maharashtra,CBSE,2026722290,info@ppspune.com,A,PUNE CENTRE
Podar International School- Chinchwad,Kakade Park  Opposite Talerao Hospital  Tanaji Nagar  Pimpri-Chinchwad  Maharashtra 411033,Chinchwad,Pune,Pune,Maharashtra,CBSE,2027611601,,A,PUNE CENTRE
Pratibha International School,Plot No. 3  Block D-III  Behind Mehta Hospital  Off Mumbai Pune Road  Pune  Maharashtra 411019,Chinchwad,Pune,Pune,Maharashtra,State,2064105505,info@kes.org.in,C,PUNE CENTRE
RIMS International School & Junior College,NIBM Post Office Rd  Kondhwa  Pune  Maharashtra 411048,Kondhwa,Pune,Pune,Maharashtra,ICSE,9371776616,info@rimsinternational.education,A,PUNE CENTRE
MITCON International School,Pune Octroi Naka  Near  Balewadi  Pune  Maharashtra 411045, Balewadi,Pune,Pune,Maharashtra,ICSE,9881461413,admissions@mis.edu.in,B,PUNE CENTRE
Millennium National School,18  Hill Side  Karvenagar  Pune  Maharashtra 411052,Karvenagar,Pune,Pune,Maharashtra,State,7798982020,,A,PUNE CENTRE
Mahesh Vidyalaya English Medium, Survey No. 50  Hissa 15/2  Shrikant Thakare Path  Nalawade Baug  Kothrud  Pune  Maharashtra 411038,Kothrud,Pune,Pune,Maharashtra,State,9370169445,admin@mvem.in,C,PUNE CENTRE
Ryan International School,Aditya Shagun Nisarg  Banglore by Pass  Bavdhan Road  Mokai Vasti  Pune  Maharashtra 411021,Bavdhan,Pune,Pune,Maharashtra,ICSE,9545738822,ris.bavdhan@ryangroup.org,A,PUNE CENTRE
Mahavir English Medium School and Junior College,472/A  Salisbury Park  Opposite Maharshinagar Police Station  Salisbury Park  Pune  Maharashtra 4110,Maharshinagar,Pune,Pune,Maharashtra,State,2024267255,,B,PUNE CENTRE
